award_year,category,share,prize_amount,prize_amount_adjusted,date_awarded,laureate_id,name,gender,birth_date,birth_continent,birth_country,death_date,type
2001,Economic Sciences,1/3,10000000,12295082,2001-10-10,745,A. Michael Spence,male,1943-00-00,North America,USA,not dead or organization,Individual
1975,Physics,1/3,630000,3404179,1975-10-17,102,Aage N. Bohr,male,1922-06-19,Europe,Denmark,2009-09-08,Individual
2004,Chemistry,1/3,10000000,11762861,2004-10-06,779,Aaron Ciechanover,male,1947-10-01,Asia,British Protectorate of Palestine,not dead or organization,Individual
1982,Chemistry,1,1150000,3102518,1982-10-18,259,Aaron Klug,male,1926-08-11,Europe,Lithuania,2018-11-20,Individual
1979,Physics,1/3,800000,2988048,1979-10-15,114,Abdus Salam,male,1926-01-29,Asia,India,1996-11-21,Individual
2019,Economic Sciences,1/3,9000000,9000000,2019-10-14,982,Abhijit Banerjee,male,1961-02-21,Asia,India,not dead or organization,Individual
2019,Peace,1,9000000,9000000,2019-10-11,981,Abiy Ahmed Ali,male,1976-08-15,Africa,Ethiopia,not dead or organization,Individual
2009,Chemistry,1/3,10000000,10958504,2009-10-07,843,Ada E. Yonath,female,1939-06-22,Asia,British Mandate of Palestine,not dead or organization,Individual
2011,Physics,1/4,10000000,10545557,2011-10-04,866,Adam G. Riess,male,1969-12-16,North America,USA,not dead or organization,Individual
1939,Chemistry,1/2,148822,4227898,not specified,199,Adolf Butenandt,male,1903-03-24,Europe,Germany,1995-01-18,Individual
1905,Chemistry,1,138089,7615202,not specified,164,Adolf von Baeyer,male,1835-10-31,Europe,Prussia,1917-08-20,Individual
1928,Chemistry,1,156939,4458494,not specified,185,Adolf Windaus,male,1876-12-25,Europe,Germany,1959-06-09,Individual
1980,Peace,1,880000,2889667,1980-10-27,541,Adolfo Pérez Esquivel,male,1931-11-26,South America,Argentina,not dead or organization,Individual
1999,Chemistry,1,7900000,10049186,1999-10-12,292,Ahmed Zewail,male,1946-02-26,Africa,Egypt,2016-08-02,Individual
2010,Chemistry,1/3,10000000,10819388,2010-10-06,853,Akira Suzuki,male,1930-09-12,Asia,Japan,not dead or organization,Individual
2019,Chemistry,1/3,9000000,9000000,2019-10-09,978,Akira Yoshino,male,1948-01-30,Asia,Japan,not dead or organization,Individual
2007,Peace,1/2,10000000,11301989,2007-10-12,819,Al Gore,male,1948-03-31,North America,USA,not dead or organization,Individual
2000,Chemistry,1/3,9000000,11333109,2000-10-10,729,Alan Heeger,male,1936-01-22,North America,USA,not dead or organization,Individual
1963,Physiology or Medicine,1/3,265000,2839286,not specified,376,Alan Hodgkin,male,1914-02-05,Europe,United Kingdom,1998-12-20,Individual
2000,Chemistry,1/3,9000000,11333109,2000-10-10,730,Alan MacDiarmid,male,1927-04-14,Oceania,New Zealand,2007-02-07,Individual
1907,Physics,1,138796,7033581,not specified,11,Albert A. Michelson,male,1852-12-19,Europe,Prussia,1931-05-09,Individual
1957,Literature,1,208629,2697789,not specified,628,Albert Camus,male,1913-11-07,Africa,French Algeria,1960-01-04,Individual
1974,Physiology or Medicine,1/3,550000,3263449,not specified,403,Albert Claude,male,1898-08-24,Europe,Belgium,1983-05-22,Individual
1921,Physics,1,121573,2532771,not specified,26,Albert Einstein,male,1879-03-14,Europe,Germany,1955-04-18,Individual
2007,Physics,1/2,10000000,11301989,2007-10-09,814,Albert Fert,male,1938-03-07,Europe,France,not dead or organization,Individual
1902,Peace,1/2,141847,8059489,1902-12-10,465,Albert Gobat,male,1843-05-21,Europe,Switzerland,1914-03-16,Individual
1960,Peace,1,225987,2664941,1961-10-23,519,Albert Luthuli,male,1898-00-00,Africa,Southern Rhodesia,1967-07-21,Individual
1952,Peace,1,171135,2546652,1953-10-30,513,Albert Schweitzer,male,1875-01-14,Europe,Germany,1965-09-04,Individual
1937,Physiology or Medicine,1,158463,4716161,not specified,332,Albert Szent-Györgyi,male,1893-09-16,Europe,Austria-Hungary,1986-10-22,Individual
1910,Physiology or Medicine,1,140703,7130220,not specified,304,Albrecht Kossel,male,1853-09-16,Europe,Mecklenburg,1927-07-05,Individual
1964,Physics,1/4,273000,2828039,not specified,83,Aleksandr M. Prokhorov,male,1916-07-11,Oceania,Australia,2002-01-08,Individual
1970,Literature,1,400000,3177966,1970-10-08,644,Alexandr Solzhenitsyn,male,1918-12-11,Europe,Russia,2008-08-03,Individual
2003,Physics,1/3,10000000,11807305,2003-10-07,766,Alexei Abrikosov,male,1928-06-25,Europe,USSR,2017-03-29,Individual
1912,Physiology or Medicine,1,140476,6753654,not specified,306,Alexis Carrel,male,1873-06-28,Europe,France,1944-11-05,Individual
1982,Peace,1/2,1150000,3102518,1982-10-13,544,Alfonso García Robles,male,1911-03-20,North America,Mexico,1991-09-02,Individual
1969,Physiology or Medicine,1/3,375000,3181561,not specified,392,Alfred D. Hershey,male,1908-12-04,North America,USA,1997-05-22,Individual
1911,Peace,1/2,140695,7327865,1911-12-10,479,Alfred Fried,male,1864-11-11,Europe,Austria,1921-05-05,Individual
1994,Physiology or Medicine,1/2,7000000,9249471,1994-10-10,450,Alfred G. Gilman,male,1941-07-01,North America,USA,2015-12-23,Individual
1966,Physics,1,300000,2784653,not specified,87,Alfred Kastler,male,1902-05-03,Europe,Germany,1984-01-07,Individual
1913,Chemistry,1,143010,6875481,not specified,174,Alfred Werner,male,1866-12-12,Europe,France,1919-11-15,Individual
2013,Literature,1,8000000,8365867,2013-10-10,892,Alice Munro,female,1931-07-10,North America,Canada,not dead or organization,Individual
1979,Physiology or Medicine,1/2,800000,2988048,1979-10-11,417,Allan M. Cormack,male,1924-02-23,Africa,South Africa,1998-05-07,Individual
1911,Physiology or Medicine,1,140695,7327865,not specified,305,Allvar Gullstrand,male,1862-06-05,Europe,Sweden,1930-07-28,Individual
1907,Physiology or Medicine,1,138796,7033581,not specified,300,Alphonse Laveran,male,1845-06-18,Europe,France,1922-05-18,Individual
1982,Peace,1/2,1150000,3102518,1982-10-13,543,Alva Myrdal,female,1902-01-31,Europe,Sweden,1986-02-01,Individual
2012,Economic Sciences,1/2,8000000,8361204,2012-10-15,882,Alvin E. Roth,male,1951-12-18,North America,USA,not dead or organization,Individual
1998,Economic Sciences,1,7600000,9713701,1998-10-14,719,Amartya Sen,male,1933-11-03,Asia,India,not dead or organization,Individual
1947,Peace,1/2,146115,2914528,1947-10-30,509,American Friends Service Committee,organization,1917-00-00,North America,USA,not dead or organization,Organization
1977,Peace,1,700000,3080986,1977-10-10,537,Amnesty International,organization,1961-00-00,Europe,United Kingdom,not dead or organization,Organization
1921,Literature,1,121573,2532771,not specified,590,Anatole France,male,1844-04-16,Europe,France,1924-10-12,Individual
1956,Physiology or Medicine,1/3,200123,2699501,not specified,360,André F. Cournand,male,1895-09-24,Europe,France,1988-02-19,Individual
2010,Physics,1/2,10000000,10819388,2010-10-05,849,Andre Geim,male,1958-10-21,Europe,Russia,not dead or organization,Individual
1947,Literature,1,146115,2914528,not specified,618,André Gide,male,1869-11-22,Europe,France,1951-02-19,Individual
1965,Physiology or Medicine,1/3,282000,2782895,not specified,381,André Lwoff,male,1902-05-08,Europe,France,1994-09-30,Individual
1975,Peace,1,630000,3404179,1975-10-09,534,Andrei Sakharov,male,1921-05-21,Europe,Russia,1989-12-14,Individual
1963,Physiology or Medicine,1/3,265000,2839286,not specified,377,Andrew Huxley,male,1917-11-22,Europe,United Kingdom,2012-05-30,Individual
1977,Physiology or Medicine,1/4,700000,3080986,not specified,412,Andrew V. Schally,male,1926-11-30,Europe,Poland,not dead or organization,Individual
2006,Physiology or Medicine,1/2,10000000,11552680,2006-10-02,802,Andrew Z. Fire,male,1959-04-27,North America,USA,not dead or organization,Individual
2015,Economic Sciences,1,8000000,8384572,2015-10-12,926,Angus Deaton,male,1945-10-19,Europe,Scotland,not dead or organization,Individual
2003,Physics,1/3,10000000,11807305,2003-10-07,768,Anthony J. Leggett,male,1938-03-26,Europe,United Kingdom,not dead or organization,Individual
1974,Physics,1/2,550000,3263449,1974-10-15,101,Antony Hewish,male,1924-05-11,Europe,United Kingdom,not dead or organization,Individual
1978,Peace,1/2,725000,2898454,1978-10-27,538,Anwar al-Sadat,male,1918-12-25,Africa,Egypt,1981-10-06,Individual
1952,Chemistry,1/2,171135,2546652,not specified,214,Archer J.P. Martin,male,1910-03-01,Europe,United Kingdom,2002-07-28,Individual
1922,Physiology or Medicine,1/2,122483,3145967,not specified,311,Archibald V. Hill,male,1886-09-26,Europe,United Kingdom,1977-06-03,Individual
2013,Chemistry,1/3,8000000,8365867,2013-10-09,891,Arieh Warshel,male,1940-11-20,Asia,British Mandate of Palestine,not dead or organization,Individual
1926,Peace,1/2,116960,3273134,1926-12-10,490,Aristide Briand,male,1862-03-28,Europe,France,1932-03-07,Individual
1948,Chemistry,1,159773,3056881,not specified,208,Arne Tiselius,male,1902-08-10,Europe,Sweden,1971-10-29,Individual
1978,Physics,1/4,725000,2898454,1978-10-17,111,Arno Penzias,male,1933-04-26,Europe,Germany,not dead or organization,Individual
2018,Physics,1/2,9000000,9000000,2018-10-02,960,Arthur Ashkin,male,1922-09-02,North America,USA,not dead or organization,Individual
2015,Physics,1/2,8000000,8384572,2015-10-06,920,Arthur B. McDonald,male,1943-08-29,North America,Canada,not dead or organization,Individual
1927,Physics,1/2,126501,3593778,not specified,33,Arthur H. Compton,male,1892-09-10,North America,USA,1962-03-15,Individual
1929,Chemistry,1/2,172760,4907955,not specified,186,Arthur Harden,male,1865-10-12,Europe,United Kingdom,1940-06-17,Individual
1934,Peace,1,162608,5167627,1934-12-10,499,Arthur Henderson,male,1863-09-13,Europe,Scotland,1935-10-20,Individual
1959,Physiology or Medicine,1/2,220678,2704387,not specified,368,Arthur Kornberg,male,1918-03-03,North America,USA,2007-10-26,Individual
1981,Physics,1/4,1000000,2929688,1981-10-19,119,Arthur L. Schawlow,male,1921-05-05,North America,USA,1999-04-28,Individual
1945,Chemistry,1,121333,2499993,not specified,203,Artturi Virtanen,male,1895-01-15,Europe,Russian Empire,1973-11-11,Individual
2000,Physiology or Medicine,1/3,9000000,11333109,2000-10-09,722,Arvid Carlsson,male,1923-01-25,Europe,Sweden,2018-06-29,Individual
1920,Physiology or Medicine,1,134100,2394643,not specified,310,August Krogh,male,1874-11-15,Europe,Denmark,1949-09-13,Individual
1909,Peace,1/2,139800,7084459,1909-12-10,475,Auguste Beernaert,male,1829-07-26,Europe,Belgium,1912-10-06,Individual
1991,Peace,1,6000000,8673863,1991-10-14,553,Aung San Suu Kyi ,female,1945-06-19,Asia,Burma,not dead or organization,Individual
2004,Chemistry,1/3,10000000,11762861,2004-10-06,780,Avram Hershko,male,1937-12-31,Europe,Hungary,not dead or organization,Individual
2015,Chemistry,1/3,8000000,8384572,2015-10-07,923,Aziz Sancar,male,1946-09-08,Asia,Turkey,not dead or organization,Individual
2009,Peace,1,10000000,10958504,2009-10-09,845,Barack H. Obama,male,1961-08-04,North America,USA,not dead or organization,Individual
1983,Physiology or Medicine,1,1500000,3715324,not specified,428,Barbara McClintock,female,1902-06-16,North America,USA,1992-09-02,Individual
2017,Physics,1/4,9000000,9176183,2017-10-03,942,Barry C. Barish,male,1936-01-27,North America,USA,not dead or organization,Individual
2005,Physiology or Medicine,1/2,10000000,11711430,2005-10-03,789,Barry J. Marshall,male,1951-09-30,Oceania,Australia,not dead or organization,Individual
2001,Chemistry,1/2,10000000,12295082,2001-10-10,743,Barry Sharpless,male,1941-04-28,North America,USA,not dead or organization,Individual
1976,Physiology or Medicine,1/2,681000,3342605,1976-10-14,409,Baruch S. Blumberg,male,1925-07-28,North America,USA,2011-04-05,Individual
1980,Physiology or Medicine,1/3,880000,2889667,1980-10-10,419,Baruj Benacerraf,male,1920-10-29,South America,Venezuela,2011-08-02,Individual
1975,Physics,1/3,630000,3404179,1975-10-17,103,Ben R. Mottelson,male,1926-07-09,North America,USA,not dead or organization,Individual
2016,Economic Sciences,1/2,8000000,8301051,2016-10-10,936,Bengt Holmström,male,1949-04-18,Europe,Finland,not dead or organization,Individual
1982,Physiology or Medicine,1/3,1150000,3102518,1982-10-11,426,Bengt I. Samuelsson,male,1934-05-21,Europe,Sweden,not dead or organization,Individual
2016,Chemistry,1/3,8000000,8301051,2016-10-05,933,Bernard L. Feringa,male,1951-05-18,Europe,the Netherlands,not dead or organization,Individual
1947,Physiology or Medicine,1/2,146115,2914528,not specified,345,Bernardo Houssay,male,1887-04-10,South America,Argentina,1971-09-21,Individual
1991,Physiology or Medicine,1/2,6000000,8673863,not specified,445,Bert Sakmann,male,1942-06-12,Europe,Germany,not dead or organization,Individual
1905,Peace,1,138089,7615202,1905-12-10,468,Bertha von Suttner,female,1843-06-09,Europe,Austrian Empire,1914-06-21,Individual
1977,Economic Sciences,1/2,700000,3080986,1977-10-14,689,Bertil Ohlin,male,1899-04-23,Europe,Sweden,1979-08-03,Individual
1994,Physics,1/2,7000000,9249471,1994-10-12,145,Bertram N. Brockhouse,male,1918-07-15,North America,Canada,2003-10-13,Individual
1950,Literature,1,164304,3050198,not specified,621,Bertrand Russell,male,1872-05-18,Europe,United Kingdom,1970-02-02,Individual
1976,Peace,1/2,681000,3342605,1977-10-10,535,Betty Williams,female,1943-05-22,Europe,Northern Ireland,2020-03-17,Individual
1903,Literature,1,141358,7795478,not specified,572,Bjørnstjerne Bjørnson,male,1832-12-08,Europe,Norway,1910-04-26,Individual
2016,Literature,1,8000000,8301051,2016-10-13,937,Bob Dylan,male,1941-05-24,North America,USA,not dead or organization,Individual
1958,Literature,1,214559,2646698,not specified,629,Boris Pasternak,male,1890-02-10,Europe,Russia,1960-05-30,Individual
1973,Physics,1/2,510000,3331882,1973-10-23,99,Brian D. Josephson,male,1940-01-04,Europe,United Kingdom,not dead or organization,Individual
2012,Chemistry,1/2,8000000,8361204,2012-10-10,879,Brian Kobilka,male,1955-05-30,North America,USA,not dead or organization,Individual
2011,Physics,1/4,10000000,10545557,2011-10-04,865,Brian P. Schmidt,male,1967-02-24,North America,USA,not dead or organization,Individual
2011,Physiology or Medicine,1/4,10000000,10545557,not specified,861,Bruce A. Beutler,male,1957-12-29,North America,USA,not dead or organization,Individual
1984,Chemistry,1,1650000,3782090,1984-10-17,261,Bruce Merrifield,male,1921-07-15,North America,USA,2006-05-14,Individual
1976,Physics,1/2,681000,3342605,1976-10-18,105,Burton Richter,male,1931-03-22,North America,USA,2018-07-18,Individual
1927,Physics,1/2,126501,3593778,not specified,34,C.T.R. Wilson,male,1869-02-14,Europe,Scotland,1959-11-15,Individual
1906,Physiology or Medicine,1/2,138536,7421571,not specified,298,Camillo Golgi,male,1843-07-07,Europe,Italy,1926-01-21,Individual
1989,Literature,1,3000000,5242311,not specified,666,Camilo José Cela,male,1916-05-11,Europe,Spain,2002-01-17,Individual
1931,Chemistry,1/2,173206,5238085,not specified,189,Carl Bosch,male,1874-08-27,Europe,Germany,1940-04-26,Individual
1947,Physiology or Medicine,1/4,146115,2914528,not specified,343,Carl Cori,male,1896-12-05,Europe,Austria-Hungary,1984-10-20,Individual
1936,Physics,1/2,159850,4913422,not specified,43,Carl D. Anderson,male,1905-09-03,North America,USA,1991-01-11,Individual
1919,Literature,1,133127,2377268,not specified,588,Carl Spitteler,male,1845-04-24,Europe,Switzerland,1924-12-29,Individual
1935,Peace,1,159917,4997406,1936-11-24,500,Carl von Ossietzky,male,1889-10-03,Europe,Germany,1938-05-04,Individual
2001,Physics,1/3,10000000,12295082,2001-10-09,740,Carl Wieman,male,1951-03-26,North America,USA,not dead or organization,Individual
1984,Physics,1/2,1650000,3782090,1984-10-17,124,Carlo Rubbia,male,1934-03-31,Europe,Italy,not dead or organization,Individual
1996,Peace,1/2,7400000,9490424,1996-10-11,562,Carlos Filipe Ximenes Belo,male,1948-02-03,Oceania,East Timor,not dead or organization,Individual
1936,Peace,1,159850,4913422,1936-11-24,501,Carlos Saavedra Lamas,male,1878-11-01,South America,Argentina,1959-05-05,Individual
2009,Physiology or Medicine,1/3,10000000,10958504,not specified,836,Carol W. Greider,female,1961-04-15,North America,USA,not dead or organization,Individual
1950,Physics,1,164304,3050198,not specified,55,Cecil Powell,male,1903-12-05,Europe,United Kingdom,1969-08-09,Individual
1984,Physiology or Medicine,1/3,1650000,3782090,not specified,431,César Milstein,male,1927-10-08,South America,Argentina,2002-03-24,Individual
1966,Physiology or Medicine,1/2,300000,2784653,not specified,384,Charles B. Huggins,male,1901-09-22,North America,Canada,1997-01-12,Individual
1920,Physics,1,134100,2394643,not specified,25,Charles Edouard Guillaume,male,1861-02-15,Europe,Switzerland,1938-06-13,Individual
1925,Peace,1/2,118165,3211005,1926-12-10,489,Charles G. Dawes,male,1865-08-27,North America,USA,1951-04-23,Individual
1917,Physics,1,133823,3920596,1918-11-12,22,Charles Glover Barkla,male,1877-06-07,Europe,United Kingdom,1944-10-23,Individual
1964,Physics,1/2,273000,2828039,not specified,81,Charles H. Townes,male,1915-07-28,North America,USA,2015-01-27,Individual
1987,Chemistry,1/3,2175000,4274764,1987-10-14,269,Charles J. Pedersen,male,1904-10-03,Asia,Korea,1989-10-26,Individual
2009,Physics,1/2,10000000,10958504,2009-10-06,838,Charles K. Kao,male,1933-11-04,Asia,China,2018-09-23,Individual
1928,Physiology or Medicine,1,156939,4458494,not specified,318,Charles Nicolle,male,1866-09-21,Europe,France,1936-02-28,Individual
1913,Physiology or Medicine,1,143010,6875481,not specified,307,Charles Richet,male,1850-08-26,Europe,France,1935-12-04,Individual
1957,Physics,1/2,208629,2697789,not specified,68,Chen Ning Yang,male,1922-09-22,Asia,China,not dead or organization,Individual
1929,Physiology or Medicine,1/2,172760,4907955,not specified,319,Christiaan Eijkman,male,1858-08-11,Europe,the Netherlands,1930-11-05,Individual
1972,Chemistry,1/2,480000,3345725,not specified,241,Christian Anfinsen,male,1916-03-26,North America,USA,1995-05-14,Individual
1974,Physiology or Medicine,1/3,550000,3263449,not specified,404,Christian de Duve,male,1917-10-02,Europe,United Kingdom,2013-05-04,Individual
1921,Peace,1/2,121573,2532771,1921-12-10,486,Christian Lange,male,1869-09-17,Europe,Norway,1938-12-11,Individual
1995,Physiology or Medicine,1/3,7200000,9278351,1995-10-09,453,Christiane Nüsslein-Volhard,female,1942-10-20,Europe,Germany,not dead or organization,Individual
2010,Economic Sciences,1/3,10000000,10819388,2010-10-11,858,Christopher A. Pissarides,male,1948-02-20,Europe,Cyprus,not dead or organization,Individual
2011,Economic Sciences,1/2,10000000,10545557,2011-10-10,873,Christopher A. Sims,male,1942-10-21,North America,USA,not dead or organization,Individual
1997,Physics,1/3,7500000,9572839,1997-10-15,153,Claude Cohen-Tannoudji,male,1933-04-01,Africa,French Algeria,not dead or organization,Individual
1985,Literature,1,1800000,3843964,not specified,662,Claude Simon,male,1913-10-10,Africa,Madagascar,2005-07-06,Individual
1994,Physics,1/2,7000000,9249471,1994-10-12,146,Clifford G. Shull,male,1915-09-23,North America,USA,2001-03-31,Individual
1937,Physics,1/2,158463,4716161,not specified,44,Clinton Davisson,male,1881-10-22,North America,USA,1958-02-01,Individual
2003,Economic Sciences,1/2,10000000,11807305,2003-10-08,772,Clive W.J. Granger,male,1934-09-04,Europe,United Kingdom,2009-05-27,Individual
1945,Peace,1,121333,2499993,1945-11-12,505,Cordell Hull,male,1871-10-02,North America,USA,1955-07-23,Individual
1938,Physiology or Medicine,1,155077,4543271,not specified,333,Corneille Heymans,male,1892-03-28,Europe,Belgium,1968-07-18,Individual
2006,Physiology or Medicine,1/2,10000000,11552680,2006-10-02,803,Craig C. Mello,male,1960-10-19,North America,USA,not dead or organization,Individual
1980,Literature,1,880000,2889667,not specified,657,Czeslaw Milosz,male,1911-06-30,Europe,Russian Empire,2004-08-14,Individual
1976,Physiology or Medicine,1/2,681000,3342605,1976-10-14,410,D. Carleton Gajdusek,male,1923-09-09,North America,USA,2008-12-12,Individual
1961,Peace,1,250233,2878447,1961-10-23,520,Dag Hammarskjöld,male,1905-07-29,Europe,Sweden,1961-09-18,Individual
2010,Economic Sciences,1/3,10000000,10819388,2010-10-11,857,Dale T. Mortensen,male,1939-02-02,North America,USA,2014-01-09,Individual
2011,Chemistry,1,10000000,10545557,2011-10-05,867,Dan Shechtman,male,1941-01-24,Asia,British Mandate of Palestine,not dead or organization,Individual
1957,Physiology or Medicine,1,208629,2697789,not specified,363,Daniel Bovet,male,1907-03-23,Europe,Switzerland,1992-04-08,Individual
1998,Physics,1/3,7600000,9713701,1998-10-13,157,Daniel C. Tsui,male,1939-02-28,Asia,China,not dead or organization,Individual
2002,Economic Sciences,1/2,10000000,12034660,2002-10-09,759,Daniel Kahneman,male,1934-03-05,Asia,British Mandate of Palestine,not dead or organization,Individual
2000,Economic Sciences,1/2,9000000,11333109,2000-10-11,733,Daniel L. McFadden,male,1937-07-29,North America,USA,not dead or organization,Individual
1978,Physiology or Medicine,1/3,725000,2898454,not specified,415,Daniel Nathans,male,1928-10-30,North America,USA,1999-11-16,Individual
1997,Literature,1,7500000,9572839,not specified,674,Dario Fo,male,1926-03-24,Europe,Italy,2016-10-13,Individual
1975,Physiology or Medicine,1/3,630000,3404179,1975-10-16,406,David Baltimore,male,1938-03-07,North America,USA,not dead or organization,Individual
1981,Physiology or Medicine,1/4,1000000,2929688,1981-10-09,423,David H. Hubel,male,1926-02-27,North America,Canada,2013-09-22,Individual
2004,Physics,1/3,10000000,11762861,2004-10-05,776,David J. Gross,male,1941-02-19,North America,USA,not dead or organization,Individual
2016,Physics,1/2,8000000,8301051,2016-10-04,928,David J. Thouless,male,1934-09-21,Europe,United Kingdom,2019-04-06,Individual
2012,Physics,1/2,8000000,8361204,2012-10-09,877,David J. Wineland,male,1944-02-24,North America,USA,not dead or organization,Individual
1996,Physics,1/3,7400000,9490424,1996-10-09,149,David M. Lee,male,1931-01-20,North America,USA,not dead or organization,Individual
1998,Peace,1/2,7600000,9713701,1998-10-16,567,David Trimble,male,1944-10-15,Europe,Northern Ireland,not dead or organization,Individual
2018,Peace,1/2,9000000,9000000,2018-10-05,966,Denis Mukwege,male,1955-03-01,Africa,Belgian Congo,not dead or organization,Individual
1971,Physics,1,450000,3321850,not specified,93,Dennis Gabor,male,1900-06-05,Europe,Hungary,1979-02-08,Individual
1969,Chemistry,1/2,375000,3181561,not specified,237,Derek Barton,male,1918-09-08,Europe,United Kingdom,1998-03-16,Individual
1992,Literature,1,6500000,9184250,not specified,669,Derek Walcott,male,1930-01-23,North America,Saint Lucia,2017-03-17,Individual
1984,Peace,1,1650000,3782090,1984-10-05,546,Desmond Tutu,male,1931-10-07,Africa,South Africa,not dead or organization,Individual
1956,Physiology or Medicine,1/3,200123,2699501,not specified,362,Dickinson W. Richards,male,1895-10-30,North America,USA,1973-02-23,Individual
2019,Physics,1/4,9000000,9000000,2019-10-08,975,Didier Queloz,male,1966-02-23,Europe,Switzerland,not dead or organization,Individual
1960,Physics,1,225987,2664941,1960-11-03,74,Donald A. Glaser,male,1926-09-21,North America,USA,2013-02-28,Individual
1987,Chemistry,1/3,2175000,4274764,1987-10-14,267,Donald J. Cram,male,1919-04-22,North America,USA,2001-06-17,Individual
2018,Physics,1/4,9000000,9000000,2018-10-02,962,Donna Strickland,female,1959-05-27,North America,Canada,not dead or organization,Individual
2007,Literature,1,10000000,11301989,2007-10-11,817,Doris Lessing,female,1919-10-22,Asia,Persia,2013-11-17,Individual
1964,Chemistry,1,273000,2828039,not specified,230,Dorothy Crowfoot Hodgkin,female,1910-05-12,Africa,Egypt,1994-07-29,Individual
1996,Physics,1/3,7400000,9490424,1996-10-09,150,Douglas D. Osheroff,male,1945-08-01,North America,USA,not dead or organization,Individual
1993,Economic Sciences,1/2,6700000,9044276,1993-10-12,710,Douglass C. North,male,1920-11-05,North America,USA,2015-11-23,Individual
1986,Chemistry,1/3,2000000,4098361,1986-10-15,264,Dudley R. Herschbach,male,1932-06-18,North America,USA,not dead or organization,Individual
1990,Physiology or Medicine,1/2,4000000,6329114,not specified,443,E. Donnall Thomas,male,1920-03-15,North America,USA,2012-10-20,Individual
1952,Physics,1/2,171135,2546652,not specified,59,E. M. Purcell,male,1912-08-30,North America,USA,1997-03-07,Individual
1971,Physiology or Medicine,1,450000,3321850,not specified,397,"Earl W. Sutherland, Jr.",male,1915-11-19,North America,USA,1974-03-09,Individual
1932,Physiology or Medicine,1/2,171753,5279293,not specified,324,Edgar Adrian,male,1889-11-30,Europe,United Kingdom,1977-08-08,Individual
1992,Physiology or Medicine,1/2,6500000,9184250,not specified,446,Edmond H. Fischer,male,1920-04-06,Asia,China,not dead or organization,Individual
2006,Economic Sciences,1,10000000,11552680,2006-10-09,807,Edmund S. Phelps,male,1933-07-26,North America,USA,not dead or organization,Individual
1907,Chemistry,1,138796,7033581,not specified,166,Eduard Buchner,male,1860-05-20,Europe,Bavaria,1917-08-13,Individual
2014,Physiology or Medicine,1/4,8000000,8379888,not specified,905,Edvard I. Moser,male,1962-04-27,Europe,Norway,not dead or organization,Individual
1943,Physiology or Medicine,1/2,123691,2520876,not specified,336,Edward A. Doisy,male,1893-11-13,North America,USA,1986-10-23,Individual
1995,Physiology or Medicine,1/3,7200000,9278351,1995-10-09,452,Edward B. Lewis,male,1918-05-20,North America,USA,2004-07-21,Individual
1950,Physiology or Medicine,1/3,164304,3050198,not specified,349,Edward C. Kendall,male,1886-03-08,North America,USA,1972-05-04,Individual
2004,Economic Sciences,1/2,10000000,11762861,2004-10-11,787,Edward C. Prescott,male,1940-12-26,North America,USA,not dead or organization,Individual
1958,Physiology or Medicine,1/4,214559,2646698,not specified,365,Edward Tatum,male,1909-12-14,North America,USA,1975-11-05,Individual
1947,Physics,1,146115,2914528,not specified,52,Edward V. Appleton,male,1892-09-06,Europe,United Kingdom,1965-04-21,Individual
1992,Physiology or Medicine,1/2,6500000,9184250,not specified,447,Edwin G. Krebs,male,1918-06-06,North America,USA,2009-12-21,Individual
1951,Chemistry,1/2,167612,2686090,not specified,212,Edwin M. McMillan,male,1907-09-18,North America,USA,1991-09-07,Individual
1949,Physiology or Medicine,1/2,156290,2930438,not specified,348,Egas Moniz,male,1874-11-29,Europe,Portugal,1955-12-13,Individual
2010,Chemistry,1/3,10000000,10819388,2010-10-06,852,Ei-ichi Negishi,male,1935-07-14,Asia,China,not dead or organization,Individual
1974,Peace,1/2,550000,3263449,1974-10-09,533,Eisaku Sato,male,1901-03-27,Asia,Japan,1975-06-03,Individual
2004,Literature,1,10000000,11762861,2004-10-07,782,Elfriede Jelinek,female,1946-10-20,Europe,Austria,not dead or organization,Individual
1981,Literature,1,1000000,2929688,not specified,658,Elias Canetti,male,1905-07-25,Europe,Bulgaria,1994-08-14,Individual
1990,Chemistry,1,4000000,6329114,1990-10-17,275,Elias James Corey,male,1928-07-12,North America,USA,not dead or organization,Individual
1902,Peace,1/2,141847,8059489,1902-12-10,464,Élie Ducommun,male,1833-02-19,Europe,Switzerland,1906-12-07,Individual
1986,Peace,1,2000000,4098361,1986-10-14,548,Elie Wiesel,male,1928-09-30,Europe,Romania,2016-07-02,Individual
1912,Peace,1,140476,6753654,1913-12-10,480,Elihu Root,male,1845-02-15,North America,USA,1937-02-07,Individual
2009,Economic Sciences,1/2,10000000,10958504,2009-10-12,846,Elinor Ostrom,female,1933-08-07,North America,USA,2012-06-12,Individual
2009,Physiology or Medicine,1/3,10000000,10958504,not specified,835,Elizabeth H. Blackburn,female,1948-11-26,Oceania,Australia,not dead or organization,Individual
2011,Peace,1/3,10000000,10545557,2011-10-07,869,Ellen Johnson Sirleaf,female,1938-10-29,Africa,Liberia,not dead or organization,Individual
1902,Chemistry,1,141847,8059489,not specified,161,Emil Fischer,male,1852-10-09,Europe,Prussia,1919-07-15,Individual
